VCHTYPE,DATE,PARTYLEDGERNAME,LEDGERNAME/STOCKITEM,AMOUNT,DEPARTMENT
Sales,undefined-2023,Hotel Goan Heritage - STAAH,Rb/ST/23-24/1769,Monthly Fees  B E,2000,STAAH
Sales,undefined-2023,Iora Baga Beach - STAAH,Rb/ST/23-24/1770,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Hotel La Capitol - STAAH,Rb/ST/23-24/1771,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Hotel La Capitol - STAAH,Rb/ST/23-24/1771,Monthly Fees  B E,2000,STAAH
Sales,undefined-2023,Hotel Mayura - STAAH,Rb/ST/23-24/1772,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,undefined-2023,Hotel Park Plaza - STAAH,Rb/ST/23-24/1773,Monthly Fees C M,4500,STAAH
Sales,undefined-2023,Hotel Park Plaza - STAAH,Rb/ST/23-24/1773,Monthly Fees  B E,2000,STAAH
Sales,undefined-2023,Hotel Reemz - STAAH,Rb/ST/23-24/1774,Monthly Fees C M,5000,STAAH
Sales,undefined-2023,Hotel Rezo's - STAAH,Rb/ST/23-24/1775,Monthly Fees C M,2500,STAAH
Sales,undefined-2023,I Love Bell Bottoms Pvt Ltd - STAAH,Rb/ST/23-24/1776,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,undefined-2023,Dempo River Sal Resort & Spa - STAAH,Rb/ST/23-24/1777,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,undefined-2023,Joia Do Mar (Pentacle) - STAAH New,Rb/ST/23-24/1778,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Joia Do Mar (Pentacle) - STAAH New,Rb/ST/23-24/1778,Monthly Fees  B E,1500,STAAH
Sales,undefined-2023,Joia Do Mar (Pentacle) - STAAH New,Rb/ST/23-24/1778,Monthly Google Listing,2500,STAAH
Sales,undefined-2023,Jolan's Guest House - STAAH,Rb/ST/23-24/1779,Monthly Fees C M,2100,STAAH
Sales,undefined-2023,Kalki Resorts,Rb/ST/23-24/1780,Monthly Fees C M,2100,STAAH
Sales,undefined-2023,Kamat's Hilltop Leisure - STAAH,Rb/ST/23-24/1781,Monthly Fees C M,3500,STAAH
Sales,undefined-2023,Royal Haathi Mahal - STAAH,Rb/ST/23-24/1782,Monthly Fees C M,4500,STAAH
Sales,undefined-2023,Royal Haathi Mahal - STAAH,Rb/ST/23-24/1782,Monthly Fees  B E,2000,STAAH
Sales,undefined-2023,Koko Maya by Stonewoods - STAAH,Rb/ST/23-24/1783,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,La Grace Resort - STAAH,Rb/ST/23-24/1784,Monthly Fees C M,4250,STAAH
Sales,undefined-2023,La Cabana Beach & Spa - STAAH,Rb/ST/23-24/1785,Monthly Fees C M,5500,STAAH
Sales,undefined-2023,La Cabana Beach & Spa - STAAH,Rb/ST/23-24/1785,Monthly Fees  B E,2000,STAAH
Sales,undefined-2023,La Cabana Beach & Spa - STAAH,Rb/ST/23-24/1785,Monthly Google Listing,2500,STAAH
Sales,undefined-2023,Lario's Beach Holidays - STAAH,Rb/ST/23-24/1786,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Lario's Beach Holidays - STAAH,Rb/ST/23-24/1786,Monthly Fees  B E,1500,STAAH
Sales,undefined-2023,Mansionhaus - STAAH,Rb/ST/23-24/1787,Monthly Fees C M,3500,STAAH
Sales,undefined-2023,Mansionhaus - STAAH,Rb/ST/23-24/1787,Monthly Fees  B E,1500,STAAH
Sales,undefined-2023,Maravilha Boutique Resort - STAAH New,Rb/ST/23-24/1788,Monthly Fees C M,3500,STAAH
Sales,undefined-2023,Maravilha Boutique Resort - STAAH New,Rb/ST/23-24/1788,Monthly Fees RM,2000,STAAH
Sales,undefined-2023,Marbela Resort - STAAH (C),Rb/ST/23-24/1789,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Marbela Resort - STAAH (C),Rb/ST/23-24/1789,Monthly Fees  B E,2000,STAAH
Sales,undefined-2023,Marina Bay - STAAH New,Rb/ST/23-24/1790,Monthly Fees C M,5750,STAAH
Sales,undefined-2023,Marquis Beach Resort - STAAH,Rb/ST/23-24/1791,Monthly Fees C M,4500,STAAH
Sales,undefined-2023,Marquis Beach Resort - STAAH,Rb/ST/23-24/1791,Monthly Fees  B E,2500,STAAH
Sales,undefined-2023,Mateus Boutique Hotel - STAAH,Rb/ST/23-24/1792,Monthly Fees C M,2500,STAAH
Sales,undefined-2023,Mi Casa by the Sea - STAAH,Rb/ST/23-24/1793,Monthly Fees C M,2500,STAAH
Sales,undefined-2023,Naga Cottages - STAAH,Rb/ST/23-24/1794,Monthly Fees C M,2839,STAAH
Sales,undefined-2023,Nanu Beach Resort - STAAH,Rb/ST/23-24/1795,Monthly Fees C M,4500,STAAH
Sales,undefined-2023,Nanu Beach Resort - STAAH,Rb/ST/23-24/1795,Monthly Fees  B E,1500,STAAH
Sales,undefined-2023,Nanu Beach Resort - STAAH,Rb/ST/23-24/1795,Monthly Fees RM,1000,STAAH
Sales,undefined-2023,Nanu Beach Resort - STAAH,Rb/ST/23-24/1795,Monthly Google Listing,1000,STAAH
Sales,undefined-2023,Nanu Resort Arambol - STAAH,Rb/ST/23-24/1796,Monthly Fees C M,4500,STAAH
Sales,undefined-2023,Nanu Resort Arambol - STAAH,Rb/ST/23-24/1796,Monthly Fees  B E,1500,STAAH
Sales,undefined-2023,Nanu Resort Arambol - STAAH,Rb/ST/23-24/1796,Monthly Fees RM,1000,STAAH
Sales,undefined-2023,Nanu Resort Arambol - STAAH,Rb/ST/23-24/1796,Monthly Google Listing,1000,STAAH
Sales,undefined-2023,Nanutel - STAAH,Rb/ST/23-24/1797,Monthly Fees C M,4500,STAAH
Sales,undefined-2023,Nanutel - STAAH,Rb/ST/23-24/1797,Monthly Fees  B E,1500,STAAH
Sales,undefined-2023,Nanutel - STAAH,Rb/ST/23-24/1797,Monthly Fees RM,1000,STAAH
Sales,undefined-2023,Nanutel - STAAH,Rb/ST/23-24/1797,Monthly Google Listing,1000,STAAH
Sales,undefined-2023,Nazri Resort - STAAH,Rb/ST/23-24/1798,Booking Engine & C.M.S. (STAAH),4500,STAAH
Sales,undefined-2023,Neelam's The Grand - STAAH,Rb/ST/23-24/1799,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Neelam's The Grand - STAAH,Rb/ST/23-24/1799,Monthly Fees  B E,2250,STAAH
Sales,undefined-2023,Nilaya Hermitage 1 - STAAH,Rb/ST/23-24/1800,Monthly Fees C M,4500,STAAH
Sales,undefined-2023,Nilaya Hermitage 1 - STAAH,Rb/ST/23-24/1800,Monthly Fees  B E,2200,STAAH
Sales,undefined-2023,Nirvana Hill Resort - STAAH,Rb/ST/23-24/1801,Monthly Fees C M,3500,STAAH
Sales,undefined-2023,Nirvana Hill Resort - STAAH,Rb/ST/23-24/1801,Monthly Fees  B E,1500,STAAH
Sales,undefined-2023,Nirvana Hill Resort - STAAH,Rb/ST/23-24/1801,Monthly Google Listing,2000,STAAH
Sales,undefined-2023,Pescador - Absolute Waterfront - STAAH,Rb/ST/23-24/1802,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,undefined-2023,O Pierre - STAAH New,Rb/ST/23-24/1803,Booking Engine & C.M.S. (STAAH),3500,STAAH
Sales,undefined-2023,Ocean Suite (C) - STAAH,Rb/ST/23-24/1804,Monthly Fees C M,5000,STAAH
Sales,undefined-2023,Oxel House - STAAH New,Rb/ST/23-24/1805,Monthly Fees C M,1271.18,STAAH
Sales,undefined-2023,Phoenix Park Inn Resort - STAAH,Rb/ST/23-24/1806,Monthly Fees C M,4500,STAAH
Sales,undefined-2023,Pinto Rosario Square - Resort & Spa - STAAH,Rb/ST/23-24/1807,Booking Engine & C.M.S. (STAAH),4000,STAAH
Sales,undefined-2023,Prainha Resort By The Sea - STAAH,Rb/ST/23-24/1808,Monthly Fees C M,4500,STAAH
Sales,undefined-2023,Okean De Goa (DeSol) - STAAH,Rb/ST/23-24/1809,Monthly Fees C M,6000,STAAH
Sales,undefined-2023,Radisson Goa Candolim - STAAH,Rb/ST/23-24/1810,Monthly Fees C M,4500,STAAH
Sales,undefined-2023,Rendezvous Beach Resort - STAAH (C),Rb/ST/23-24/1811,Monthly Fees C M,4500,STAAH
Sales,undefined-2023,Resort De Alturas - STAAH,Rb/ST/23-24/1812,Monthly Fees C M,4500,STAAH
Sales,undefined-2023,Resort De Alturas - STAAH,Rb/ST/23-24/1812,Monthly Fees  B E,2000,STAAH
Sales,undefined-2023,Resort Rio - STAAH,Rb/ST/23-24/1813,Monthly Fees C M,5500,STAAH
Sales,undefined-2023,Resort Rio - STAAH,Rb/ST/23-24/1813,Monthly Fees  B E,2500,STAAH
Sales,undefined-2023,Resort Rio - STAAH,Rb/ST/23-24/1813,Monthly Google Listing,800,STAAH
Sales,undefined-2023,Resort Rio - STAAH,Rb/ST/23-24/1813,Monthly Fees RM,2500,STAAH
Sales,undefined-2023,Resort Rio - STAAH,Rb/ST/23-24/1813,Monthly Opera Fee,4500,STAAH
Sales,undefined-2023,Resort Rio - STAAH,Rb/ST/23-24/1813,Monthly Fee Travel Agent Module,2500,STAAH
Sales,undefined-2023,Resort Rio - STAAH,Rb/ST/23-24/1813,Monthly Gift Voucher Engine,3500,STAAH
Sales,undefined-2023,Resort The Lohias - STAAH,Rb/ST/23-24/1814,Monthly Fees C M,4500,STAAH
Sales,undefined-2023,Resort The Lohias - STAAH,Rb/ST/23-24/1814,Monthly Fees  B E,1500,STAAH
Sales,undefined-2023,Rio Boutique - STAAH,Rb/ST/23-24/1815,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Rio Boutique - STAAH,Rb/ST/23-24/1815,Monthly Fees  B E,2000,STAAH
Sales,undefined-2023,Rio Boutique - STAAH,Rb/ST/23-24/1815,Monthly Fees RM,1500,STAAH
Sales,undefined-2023,Rio Boutique - STAAH,Rb/ST/23-24/1815,Monthly Google Listing,800,STAAH
Sales,undefined-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/1816,Monthly Fees C M,5000,STAAH
Sales,undefined-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/1816,Monthly Fees  B E,1250,STAAH
Sales,undefined-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/1816,Monthly Fees RM,2000,STAAH
Sales,undefined-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/1816,Monthly Google Listing,2000,STAAH
Sales,undefined-2023,Riva Beach Resort - STAAH,Rb/ST/23-24/1816,Monthly Fee Travel Agent Module,2500,STAAH
Sales,undefined-2023,Riva Gold Coast - STAAH,Rb/ST/23-24/1817,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Riva Gold Coast - STAAH,Rb/ST/23-24/1817,Monthly Fees  B E,1500,STAAH
Sales,undefined-2023,Rivasa Resort - STAAH,Rb/ST/23-24/1818,Monthly Fees C M,2500,STAAH
Sales,undefined-2023,Salcete Beach Resort - STAAH,Rb/ST/23-24/1819,Monthly Fees C M,4500,STAAH
Sales,undefined-2023,Sandalwood Hotel & Retreat - STAAH,Rb/ST/23-24/1820,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Sanskruti Quality Resort - STAAH,Rb/ST/23-24/1821,Monthly CM (1),4500,STAAH
Sales,undefined-2023,Sea Mist Resorts - STAAH,Rb/ST/23-24/1822,Monthly Fees C M,4250,STAAH
Sales,undefined-2023,Sea Mist Resorts - STAAH,Rb/ST/23-24/1822,Monthly Fees  B E,2500,STAAH
Sales,undefined-2023,Sea Queen Beach Resort & Spa - STAAH,Rb/ST/23-24/1823,Monthly Fees C M,5500,STAAH
Sales,undefined-2023,Sea Queen Beach Resort & Spa - STAAH,Rb/ST/23-24/1823,Monthly Fees  B E,2000,STAAH
Sales,undefined-2023,Sea Queen Beach Resort & Spa - STAAH,Rb/ST/23-24/1823,Monthly Google Listing,2200,STAAH
Sales,undefined-2023,Sea Shell Villas - STAAH,Rb/ST/23-24/1824,Monthly Fees C M,5250,STAAH
Sales,undefined-2023,Sea Shell Villas - STAAH,Rb/ST/23-24/1824,Monthly Fees  B E,2750,STAAH
Sales,undefined-2023,Shanu's Seaside Inn - STAAH,Rb/ST/23-24/1825,Monthly Fees C M,5000,STAAH
Sales,undefined-2023,Shanu's Seaside Inn - STAAH,Rb/ST/23-24/1825,Monthly Fees  B E,2000,STAAH
Sales,undefined-2023,Shanu's Seaside Inn - STAAH,Rb/ST/23-24/1825,Monthly Google Listing,2500,STAAH
Sales,undefined-2023,Sibaya Beach Resort - STAAH,Rb/ST/23-24/1826,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Sibaya Beach Resort - STAAH,Rb/ST/23-24/1826,Monthly Fees  B E,1000,STAAH
Sales,undefined-2023,Silver Sands Hideaway - STAAH,Rb/ST/23-24/1827,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Silver Sands Hideaway - STAAH,Rb/ST/23-24/1827,Monthly Fees  B E,2250,STAAH
Sales,undefined-2023,Silver Sands Holiday Village - STAAH,Rb/ST/23-24/1828,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Silver Sands Holiday Village - STAAH,Rb/ST/23-24/1828,Monthly Fees  B E,2250,STAAH
Sales,undefined-2023,Silver Sands Serenity - STAAH,Rb/ST/23-24/1829,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Silver Sands Serenity - STAAH,Rb/ST/23-24/1829,Monthly Fees  B E,2250,STAAH
Sales,undefined-2023,Silver Sands Sunshine - STAAH,Rb/ST/23-24/1830,Monthly Fees C M,5000,STAAH
Sales,undefined-2023,Silver Sands Sunshine - STAAH,Rb/ST/23-24/1830,Monthly Fees  B E,2250,STAAH
Sales,undefined-2023,Sinq Properties - STAAH,Rb/ST/23-24/1831,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,undefined-2023,Sinq Properties - STAAH,Rb/ST/23-24/1832,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,undefined-2023,Sinq Properties - STAAH,Rb/ST/23-24/1833,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,undefined-2023,Sinq Properties - STAAH,Rb/ST/23-24/1834,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,undefined-2023,Sinq Properties - STAAH,Rb/ST/23-24/1835,Booking Engine & C.M.S. (STAAH),5500,STAAH
Sales,undefined-2023,Sonesta Inn Pvt. Ltd./Hotel,Rb/ST/23-24/1836,Booking Engine & C.M.S. (STAAH),7500,STAAH
Sales,undefined-2023,Sonesta Inn Pvt. Ltd./Hotel,Rb/ST/23-24/1836,Monthly Google Listing,2500,STAAH
Sales,undefined-2023,Soul Vacation - STAAH,Rb/ST/23-24/1837,Monthly Fees C M,4500,STAAH
Sales,undefined-2023,Soul Vacation - STAAH,Rb/ST/23-24/1837,Monthly Fees  B E,1000,STAAH
Sales,undefined-2023,Span Suites & Villas - STAAH,Rb/ST/23-24/1838,Monthly Fees C M,4500,STAAH
Sales,undefined-2023,Span Suites & Villas - STAAH,Rb/ST/23-24/1838,Monthly Fees  B E,2250,STAAH
Sales,undefined-2023,Spazio Leisure Resort -  STAAH (New),Rb/ST/23-24/1839,Booking Engine & C.M.S. (STAAH),6500,STAAH
Sales,undefined-2023,Stonewoods Beach Resort & Spa - STAAH,Rb/ST/23-24/1840,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Stone Woods Nature Resort - STAAH New,Rb/ST/23-24/1841,Monthly CM (1),4000,STAAH
Sales,undefined-2023,Stone Wood Riverfront Resort - STAAH,Rb/ST/23-24/1842,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Stone Wood Resort & Spa - STAAH,Rb/ST/23-24/1843,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Stonewood Village resort - STAAH,Rb/ST/23-24/1844,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Sun City Resort - STAAH,Rb/ST/23-24/1845,Monthly Fees C M,4250,STAAH
Sales,undefined-2023,Sun City Resort - STAAH,Rb/ST/23-24/1845,Monthly Fees  B E,1500,STAAH
Sales,undefined-2023,Sunset Beach Resort - STAAH,Rb/ST/23-24/1846,Monthly Fees C M,3500,STAAH
Sales,undefined-2023,Sunset Beach Resort - STAAH,Rb/ST/23-24/1846,Monthly Fees  B E,1500,STAAH
Sales,undefined-2023,Tangerine Boutique Resort - STAAH,Rb/ST/23-24/1847,Monthly Fees C M,4250,STAAH
Sales,undefined-2023,The Acacia Hotel & Spa - STAAH (C),Rb/ST/23-24/1848,Monthly Fees C M,5250,STAAH
Sales,undefined-2023,The Acacia Hotel & Spa - STAAH (C),Rb/ST/23-24/1848,Monthly Fees  B E,2750,STAAH
Sales,undefined-2023,The Acacia Hotel & Spa - STAAH (C),Rb/ST/23-24/1848,Monthly Fees RM,2000,STAAH
Sales,undefined-2023,The Acacia Morjim Oceanfront - STAAH (C),Rb/ST/23-24/1849,Monthly Fees C M,5000,STAAH
Sales,undefined-2023,The Acacia Morjim Oceanfront - STAAH (C),Rb/ST/23-24/1849,Monthly Fees  B E,2500,STAAH
Sales,undefined-2023,The Acacia Morjim Oceanfront - STAAH (C),Rb/ST/23-24/1849,Monthly Fees RM,2000,STAAH
Sales,undefined-2023,The Baga Beach Resort - STAAH,Rb/ST/23-24/1850,Booking Engine & C.M.S. (STAAH),7000,STAAH
Sales,undefined-2023,The Crown - STAAH,Rb/ST/23-24/1851,Monthly Fees C M,5000,STAAH
Sales,undefined-2023,The Crown - STAAH,Rb/ST/23-24/1851,Monthly Fees  B E,2000,STAAH
Sales,undefined-2023,The Crown - STAAH,Rb/ST/23-24/1851,Monthly Google Listing,2500,STAAH
Sales,undefined-2023,The Flora Grand - STAAH New,Rb/ST/23-24/1852,Monthly Fees C M,4500,STAAH
Sales,undefined-2023,The Flora Residency - STAAH New,Rb/ST/23-24/1853,Monthly Fees C M,4500,STAAH
Sales,undefined-2023,The HQ - STAAH,Rb/ST/23-24/1854,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,The HQ - STAAH,Rb/ST/23-24/1854,Monthly Fees  B E,2000,STAAH
Sales,undefined-2023,The HQ - STAAH,Rb/ST/23-24/1854,Monthly Fees RM,2000,STAAH
Sales,undefined-2023,The Ocean Park (New) - STAAH,Rb/ST/23-24/1855,Monthly Fees C M,4500,STAAH
Sales,undefined-2023,The White Balcao - STAAH,Rb/ST/23-24/1856,Monthly Fees C M,2500,STAAH
Sales,undefined-2023,Ultimate Stay - STAAH,Rb/ST/23-24/1857,Monthly Fees C M,3500,STAAH
Sales,undefined-2023,Vacayom Homestay Hospitality - STAAH,Rb/ST/23-24/1858,Monthly Fees C M,3500,STAAH
Sales,undefined-2023,Varanda Do Mar - STAAH,Rb/ST/23-24/1859,Monthly Fees C M,5500,STAAH
Sales,undefined-2023,Varanda Do Mar - STAAH,Rb/ST/23-24/1859,Monthly Fees  B E,1500,STAAH
Sales,undefined-2023,Vedic Resorts & Hotels Pvt. Ltd - STAAH,Rb/ST/23-24/1860,Monthly CM (1),4500,STAAH
Sales,undefined-2023,Vedic Resorts & Hotels Pvt. Ltd - STAAH,Rb/ST/23-24/1860,Monthly BE (1),2500,STAAH
Sales,undefined-2023,Vedic Resorts & Hotels Pvt. Ltd - STAAH,Rb/ST/23-24/1860,Monthly Fees RM (1),2500,STAAH
Sales,undefined-2023,Vedic Resorts & Hotels Pvt. Ltd - STAAH,Rb/ST/23-24/1860,Monthly Google Listing  (1),2500,STAAH
Sales,undefined-2023,Villa De Orange - STAAH,Rb/ST/23-24/1861,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Viva Hotel -  STAAH,Rb/ST/23-24/1862,Monthly Fees C M,3500,STAAH
Sales,undefined-2023,Viva Hotel -  STAAH,Rb/ST/23-24/1862,Monthly Fees  B E,1500,STAAH
Sales,undefined-2023,Whispering Palms - STAAH,Rb/ST/23-24/1863,Booking Engine & C.M.S. (STAAH),8000,STAAH
Sales,undefined-2023,Whispering Palms - STAAH,Rb/ST/23-24/1863,Monthly Google Listing,2500,STAAH
Sales,undefined-2023,White Square Nirvana - STAAH,Rb/ST/23-24/1864,Booking Engine & C.M.S. (STAAH),4000,STAAH
Sales,undefined-2023,White Woods Resort & Spa - STAAH,Rb/ST/23-24/1865,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Wood House Beach Resort - STAAH,Rb/ST/23-24/1866,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,YU Hotel - STAAH,Rb/ST/23-24/1867,Monthly Fees C M,4500,STAAH
Sales,undefined-2023,YU Hotel - STAAH,Rb/ST/23-24/1867,Monthly Fees  B E,2000,STAAH
Sales,undefined-2023,YU Hotel - STAAH,Rb/ST/23-24/1867,Monthly Google Listing,2000,STAAH
Sales,undefined-2023,Coquerial Holiday Homes - STAAH,Rb/ST/23-24/1868,Booking Engine & C.M.S. (STAAH),4500,STAAH
Sales,undefined-2023,Aurum Resort - STAAH,Rb/ST/23-24/1869,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Vaayu Kula - STAAH,Rb/ST/23-24/1870,Monthly Fees C M,4500,STAAH
Sales,undefined-2023,Vaayu Kula - STAAH,Rb/ST/23-24/1870,Monthly Fees  B E,2250,STAAH
Sales,undefined-2023,Henry's Place - STAAH,Rb/ST/23-24/1871,Monthly Fees C M,3500,STAAH
Sales,undefined-2023,Revathi Resorts -  STAAH,Rb/ST/23-24/1872,Monthly CM (1),4000,STAAH
Sales,undefined-2023,Revathi Resorts -  STAAH,Rb/ST/23-24/1872,Monthly BE (1),1500,STAAH
Sales,undefined-2023,Hotel Bom Sucesso - STAAH,Rb/ST/23-24/1873,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Twin Fountain by Baywatch Express -STAAH,Rb/ST/23-24/1874,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Twin Fountain by Baywatch Express -STAAH,Rb/ST/23-24/1874,Monthly Fees  B E,1500,STAAH
Sales,undefined-2023,Alaya Villas - STAAH,Rb/ST/23-24/1875,Monthly Fees C M,4500,STAAH
Sales,undefined-2023,Palmarinha De Goa - STAAH,Rb/ST/23-24/1876,Monthly Fees C M,3500,STAAH
Sales,undefined-2023,Palmarinha De Goa - STAAH,Rb/ST/23-24/1876,Monthly Fees  B E,1500,STAAH
Sales,undefined-2023,Coconut Grove - STAAH (New),Rb/ST/23-24/1877,Monthly Fees C M,4500,STAAH
Sales,undefined-2023,Coastal Pearl - STAAH,Rb/ST/23-24/1878,Monthly Fees C M,3500,STAAH
Sales,undefined-2023,Wigwam Mandrem - STAAH,Rb/ST/23-24/1879,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Wigwam Mandrem - STAAH,Rb/ST/23-24/1879,Monthly Fees  B E,2000,STAAH
Sales,undefined-2023,Skylight Royal Stay - STAAH,Rb/ST/23-24/1880,Monthly Fees C M,3500,STAAH
Sales,undefined-2023,Goan Cafe Beach Resort - STAAH,Rb/ST/23-24/1881,Monthly Fees C M,3500,STAAH
Sales,undefined-2023,Nova Express De Mandarin - STAAH,Rb/ST/23-24/1882,Monthly CM (1),6500,STAAH
Sales,undefined-2023,Nova Express De Mandarin - STAAH,Rb/ST/23-24/1882,Monthly BE (1),2500,STAAH
Sales,undefined-2023,Nova Express De Mandarin - STAAH,Rb/ST/23-24/1882,Monthly Google Listing  (1),1500,STAAH
Sales,undefined-2023,Bis-Lin Homestay - STAAH,Rb/ST/23-24/1883,Monthly Fees C M,3000,STAAH
Sales,undefined-2023,Bis-Lin Homestay - STAAH,Rb/ST/23-24/1883,Monthly Fees C M,750,STAAH
Sales,undefined-2023,De Amour Holiday - STAAH,Rb/ST/23-24/1884,Monthly Fees C M,6000,STAAH
Sales,undefined-2023,Bella Villa - STAAH,Rb/ST/23-24/1885,Monthly Fees C M,3500,STAAH
Sales,undefined-2023,The Cresent - STAAH,Rb/ST/23-24/1886,Monthly Fees C M,5500,STAAH
Sales,undefined-2023,Vedana Retreat - STAAH,Rb/ST/23-24/1887,Monthly Fees C M,3500,STAAH
Sales,undefined-2023,Casa Amarela (New) - STAAH,Rb/ST/23-24/1888,Monthly Fees C M,3250,STAAH
Sales,undefined-2023,Sea View Holidays - STAAH,Rb/ST/23-24/1889,Monthly Fees C M,3500,STAAH
Sales,undefined-2023,Mademoiselle - STAAH New (Thunder LLP),Rb/ST/23-24/1890,Monthly Fees C M,3500,STAAH
Sales,undefined-2023,Artistry Suites - STAAH (New),Rb/ST/23-24/1891,Monthly Fees C M,5000,STAAH
Sales,undefined-2023,Crystal Village - STAAH,Rb/ST/23-24/1892,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Turtle Beach Resort - STAAH,Rb/ST/23-24/1893,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Turtle Beach Resort - STAAH,Rb/ST/23-24/1893,Monthly Fees  B E,2500,STAAH
Sales,undefined-2023,Turtle Beach Resort - STAAH,Rb/ST/23-24/1893,Monthly Google Listing,1500,STAAH
Sales,undefined-2023,The Sylvan Retreat - STAAH,Rb/ST/23-24/1894,Monthly CM (1),3500,STAAH
Sales,undefined-2023,The Sylvan Retreat - STAAH,Rb/ST/23-24/1894,Monthly BE (1),2000,STAAH
Sales,undefined-2023,Casa De Paz - STAAH,Rb/ST/23-24/1895,Monthly Fees C M,3250,STAAH
Sales,undefined-2023,Tranquill Riverside Luxury Cottages - STAAH,Rb/ST/23-24/1896,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Sukcheewa Residence Phuket - STAAH,Rb/ST/23-24/1897,Monthly Fees C M,4500,STAAH
Sales,undefined-2023,Maan Vilas by Stonewoods - STAAH,Rb/ST/23-24/1898,Monthly CM (1),4000,STAAH
Sales,undefined-2023,Mangal Farmstay - STAAH,Rb/ST/23-24/1899,Booking Engine & C.M.S. (STAAH),5000,STAAH
Sales,undefined-2023,Magnum Resorts - STAAH,Rb/ST/23-24/1900,Monthly Fees C M,3500,STAAH
Sales,undefined-2023,Ruhe Stay Villas - STAAH,Rb/ST/23-24/1901,Monthly Fees C M,6000,STAAH
Sales,undefined-2023,Mandrem Beach Resort - STAAH,Rb/ST/23-24/1902,Monthly Fees C M,4500,STAAH
Sales,undefined-2023,Bellagio Rezidencia - STAAH,Rb/ST/23-24/1903,Monthly Fees C M,4000,STAAH
Sales,undefined-2023,Jambul Cafe & Stay - STAAH,Rb/ST/23-24/1904,Monthly Fees C M,3250,STAAH
Sales,undefined-2023,Fatboy Hospitality (ACASA) - STAAH,Rb/ST/23-24/1905,Setup CM(1),10000,STAAH
Sales,undefined-2023,Fatboy Hospitality (ACASA) - STAAH,Rb/ST/23-24/1905,Setup BE(1),6000,STAAH
Sales,undefined-2023,Fatboy Hospitality (ACASA) - STAAH,Rb/ST/23-24/1905,Monthly CM (1),6000,STAAH
Sales,undefined-2023,Fatboy Hospitality (ACASA) - STAAH,Rb/ST/23-24/1905,Monthly BE (1),2500,STAAH
Sales,undefined-2023,Tan N Sands - STAAH,Rb/ST/23-24/1906,Monthly Fees C M,4500,STAAH
Sales,undefined-2023,Tan N Sands - STAAH,Rb/ST/23-24/1906,Monthly Fees  B E,1500,STAAH
Sales,undefined-2023,Whispering Palms Hotel Jaipur - STAAH,Rb/ST/23-24/1907,Monthly CM (1),4500,STAAH
Sales,undefined-2023,Whispering Palms Hotel Jaipur - STAAH,Rb/ST/23-24/1907,Monthly BE (1),2500,STAAH
Sales,undefined-2023,Whispering Palms Hotel Jaipur - STAAH,Rb/ST/23-24/1907,Monthly Google Listing  (1),2500,STAAH
Sales,undefined-2023,Peninsula Beach Resort - STAAH,Rb/ST/23-24/1908,Monthly Fees C M,3500,STAAH
